osm_id,name,highway_type,surface,lanes,maxspeed,oneway,bridge,tunnel,lit,sidewalk,cycleway,width,access,ref,mid_lat,mid_lng,node_count
839717388,,footway,concrete,,,,,,yes,,,,,,40.4430841,-79.95205113333334,6
839717389,,footway,concrete,,,,,,,,,,,,40.442286535294116,-79.95230202352941,17
842459719,,footway,concrete,,,,,,yes,,,,,,40.4437597,-79.9524944,2
842459720,,steps,concrete,,,,,,yes,,,,,,40.443937500000004,-79.95260395,2
842459721,,footway,concrete,,,,,,yes,,,,,,40.44394235,-79.9526363,2
842459722,,steps,concrete,,,,,,yes,,,,,,40.4439687,-79.95258865,2
842459723,,footway,concrete,,,,,,yes,,,,,,40.444126833333335,-79.95249106666667,3
842459724,,steps,concrete,,,,,,yes,,,,,,40.44419925,-79.95245385,2
842459735,,footway,concrete,,,,,,yes,,,,,,40.4451693,-79.9516606,2
842459736,,footway,concrete,,,,,,yes,,,,,,40.44517976,-79.95164064000001,5
842459737,,footway,concrete,,,,,,yes,,,,,,40.44509925,-79.9517562,2
842459738,,footway,concrete,,,,,,yes,,,,,,40.4451045,-79.95185599999999,2
842459739,,footway,concrete,,,,,,yes,,,,,,40.44517251578947,-79.95174898947369,19
842459743,,footway,gravel,,,,,,no,,,,,,40.444729960000004,-79.95163643999999,5
849975375,,steps,concrete,,,,,,yes,,,,,,40.44080505,-79.9506213,2
849975376,,footway,,,,,,,,,,,,,40.44044533333334,-79.95031093333334,3
849975377,,footway,,,,,,,,,,,,,40.440393799999995,-79.95029786,5
849975378,,footway,,,,,,,,,,,,,40.4403533,-79.9502493,3
849975380,,service,,,,yes,,,,,,,,,40.43790285714285,-79.9485769,7
858889620,,service,,,,,,,,,,,,,40.44666112,-79.94680204,5
864054341,,service,,,,,,,,,,,,,40.440917819999996,-79.94052962,5
865049873,,footway,concrete,,,,,,,,,,,,40.44535278095238,-79.9527074,21
866897653,,service,,,,,,,,,,,,,40.449451399999994,-79.94581326666666,3
867827239,,footway,asphalt,,,,,,no,,,,,,40.44625435,-79.94433176666666,6
867827240,,steps,wood,,,,,,yes,,,,,,40.44640855,-79.944401,2
868924599,,footway,concrete,,,,,,yes,,,,,,40.44105417307692,-79.95347979615384,26
868924601,,footway,concrete,,,,,,,,,,,,40.44132395675676,-79.95408245945946,37
874465339,,footway,paved,,,,,,,,,,,,40.43959735,-79.946798675,4
874465340,,footway,paved,,,,,,,,,,,,40.4396842,-79.94665219999999,2
874465341,,footway,concrete,,,,,,,,,,,,40.44035194,-79.94714593,10
874465342,,footway,paved,,,,,,,,,,,,40.438324175,-79.94719635,12
874465343,,footway,,,,,,,,,,,,,40.440941949999996,-79.94821809999999,2
874465344,,footway,,,,,,,,,,,,,40.4408843,-79.94804896666666,3
874465348,,footway,,,,,,,,,,,,,40.4405838,-79.94831573333333,3
885841273,Frew Street Extension,service,,,,,,,,,,,,,40.437645471428574,-79.9481709857143,7
885841274,Frew Street Extension,service,,,,,,,,,,,,,40.440458166666666,-79.94856006666667,3
887814025,,service,,,,,,,,,,,,,40.44873665,-79.94600735,2
887814026,,service,asphalt,,,,,,,,,,,,40.44896228,-79.94495562,5
887814027,,service,,,,,,,,,,,,,40.4490344,-79.94474275,2
887814028,,service,asphalt,,,,,,,,,,,,40.449071733333334,-79.94458666666667,3
910977765,Schenley Drive Extension,tertiary,asphalt,3,,,,,yes,separate,,,,,40.443416325,-79.952099475,4
911074100,Margaret Morrison Street,service,asphalt,,,,,,,separate,,,,,40.441819625,-79.941806175,4
913301010,Forbes Avenue,trunk,asphalt,3,25 mph,yes,,,yes,separate,,,,,40.44359595,-79.95197519999999,2
913301011,,footway,concrete,,,,,,yes,,,,,,40.44360005,-79.9522959,2
913301012,,footway,concrete,,,,,,yes,,,,,,40.44343485,-79.95223415000001,2
913301013,,footway,concrete,,,,,,yes,,,,,,40.44342865,-79.9521976,2
913301014,,service,asphalt,,,,,,,,,,,,40.44353825,-79.9523521,2
913301015,,service,concrete,,,,,,,,,,,,40.44358893333333,-79.9523737,3
913301026,,footway,compacted,,,,,,yes,,,,,,40.4417689,-79.95280059999999,2
913301027,,footway,compacted,,,,,,yes,,,,,,40.4417645,-79.9527985,2
913301028,,footway,concrete,,,,,,yes,,,,,,40.44186235,-79.95250425,2
913301029,,footway,concrete,,,,,,,,,,,,40.44226925,-79.95160775,2
913301030,,footway,concrete,,,,,,,,,,,,40.4424264,-79.95153414999999,2
913301031,,footway,concrete,,,,,,,,,,,,40.4424809,-79.95158955,2
913304415,Schenley Drive Extension,tertiary,asphalt,2,,,,,yes,separate,,,,,40.44319625,-79.95200065,2
913305096,Forbes Avenue,trunk,asphalt,4,25 mph,yes,,,yes,separate,,,,,40.443695250000005,-79.9516012,2
914224284,,footway,concrete,,,,,,,,,,,,40.44041262857143,-79.95214252857143,7
914224285,,footway,,,,,,,,,,,,,40.4404487,-79.9506722,3
914224286,,service,,,,yes,,,,,,,,,40.43972253333333,-79.95031076666668,3
914224287,,service,,,,,,,,,,,,,40.439960957142866,-79.95013571428571,7
914224288,,service,,,,yes,,,,,,,,,40.4397255,-79.95025006666667,3
914224289,,footway,,,,,,,,,,,,,40.4400967,-79.9506167,2
914224290,,footway,,,,,,,,,,,,,40.43952005,-79.95077125,2
914224291,,footway,,,,,,,,,,,,,40.439776175,-79.95092002499999,4
914224292,,service,,,,,,,,,,,,,40.43952183333334,-79.95128196666667,3
914224293,,footway,,,,,,,,,,,,,40.4402997,-79.9501365,3
914224294,,footway,,,,,,,,,,,,,40.439284533333336,-79.95063966666667,3
914224295,,footway,,,,,,,,,,,,,40.438652966666666,-79.95028426666666,6
914226180,,steps,,,,,,,,,,,,,40.4395905,-79.95109965,4
914488887,,cycleway,concrete,,,,,,,,,,,,40.44210477058824,-79.95150389999999,17
914499628,,pedestrian,sett,,,,,,yes,,,,,,40.44306415,-79.95323959999999,14
915670683,,footway,concrete,,,,,,yes,,,,,,40.44405001875,-79.94970563125,16
915670684,,footway,concrete,,,,,,no,,,,,,40.4438124,-79.95079075,2
915670685,,footway,asphalt,,,,,,yes,,,,,,40.4438924,-79.9508485,3
915670686,,footway,concrete,,,,,,yes,,,,,,40.4439688,-79.95090375000001,2
915670687,,footway,concrete,,,,,,yes,,,,,,40.44394718333333,-79.95105921666666,6
915670688,,footway,concrete,,,,,,,,,,,,40.44419135,-79.95097195,2
915670689,,footway,concrete,,,,,,yes,,,,,,40.444007150000004,-79.95088285,2
915670690,,footway,asphalt,,,,,,yes,,,,,,40.44402753333333,-79.9508009,3
915670691,,footway,concrete,,,,,,no,,,,,,40.44385035,-79.95064880000001,2
915670692,,footway,asphalt,,,,,,yes,,,,,,40.443942766666666,-79.95065593333334,3
915670693,,footway,concrete,,,,,,,,,,,,40.444559483333336,-79.95094065,6
915670694,,footway,concrete,,,,,,,,,,,,40.444623416666666,-79.95037789999999,6
915670695,,footway,concrete,,,,,,,,,,,,40.444068900000005,-79.950585425,4
915670696,,footway,concrete,,,,,,,,,,,,40.445101375,-79.9506291,4
915670697,,footway,concrete,,,,,,,,,,,,40.4440347,-79.9506663,2
915670698,,footway,concrete,,,,,,,,,,,,40.44404965,-79.9507117,2
915670699,,footway,asphalt,,,,,,,,,,,,40.44506575,-79.95116535,2
915670700,,footway,asphalt,,,,,,,,,,,,40.44510116666667,-79.95118023333333,3
915670701,,footway,asphalt,,,,,,,,,,,,40.4451538,-79.95130723333334,3
915670702,,footway,concrete,,,,,,,,,,,,40.4456893,-79.95144855,6
915670703,,footway,concrete,,,,,,,,,,,,40.44640351428571,-79.95061151428571,7
915670704,,footway,concrete,,,,,,,,,,,,40.44660976470588,-79.95126072352942,17
915670705,,footway,concrete,,,,,,,,,,,,40.44533747777778,-79.95072008888889,9
915670706,,footway,concrete,,,,,,,,,,,,40.4456681,-79.95050950000001,2
915670707,,footway,concrete,,,,,,,,,,,,40.44574275,-79.95051795,2
915670708,,footway,asphalt,,,,,,,,,,,,40.44570366666667,-79.95050716666667,3
915670709,,footway,concrete,,,,,,,,,,,,40.4451438,-79.9511977,2
915670710,,footway,concrete,,,,,,,,,,,,40.44517245,-79.951239,2
915670711,,footway,concrete,,,,,,,,,,,,40.44513355,-79.95138685,2
915670712,,footway,concrete,,,,,,,,,,,,40.44631705,-79.9519452,2
915670713,,footway,concrete,,,,,,,,,,,,40.446318149999996,-79.95198875,2
915670714,,footway,asphalt,,,,,,,,,,,,40.44641756666667,-79.95202133333333,3
915670715,,footway,asphalt,,,,,,,,,,,,40.4463778,-79.9518663,3
915670716,,footway,concrete,,,,,,,,,,,,40.44643455,-79.95179175000001,2
915670717,,footway,concrete,,,,,,,,,,,,40.446478850000005,-79.95176565,2
915670718,,footway,asphalt,,,,,,,,,,,,40.4465794,-79.95179536666666,3
915670719,,footway,asphalt,,,,,,,,,,,,40.44663193333333,-79.95193523333334,3
915670720,,footway,concrete,,,,,,yes,,,,,,40.447278455555555,-79.95232875555556,9
915670722,,footway,concrete,,,,,,,,,,,,40.44642542857143,-79.95220348571429,7
915670727,,footway,concrete,,,,,,,,,,,,40.44658065,-79.9520038,2
915670728,,footway,concrete,,,,,,,,,,,,40.44652205,-79.95205495,2
915670740,,footway,concrete,,,,,,,,,,,,40.447054944,-79.951627476,25
915670741,,footway,concrete,,,,,,,,,,,,40.44669745,-79.95185054999999,2
915670742,,footway,concrete,,,,,,,,,,,,40.4466941,-79.9518253,2
915670748,,footway,concrete,,,,,,,,,,,,40.44738005714286,-79.95096238571429,7
915670752,,footway,concrete,,,,,,,,,,,,40.4468879,-79.9507687,2
915670753,,footway,concrete,,,,,,,,,,,,40.446709150000004,-79.95074925,2
915670754,,footway,asphalt,,,,,,,,,,,,40.446796166666665,-79.95075856666666,3
915670755,,footway,asphalt,,,,,,,,,,,,40.44690936666667,-79.95062193333332,3
915670756,,footway,concrete,,,,,,,,,,,,40.44690355,-79.95072955,2
915670757,,footway,asphalt,,,,,,,,,,,,40.44669653333333,-79.95056206666668,3
915670758,,footway,concrete,,,,,,,,,,,,40.44668185,-79.95064435,2
915670759,,footway,asphalt,,,,,,,,,,,,40.446812066666666,-79.95045076666666,3
915670760,,footway,concrete,,,,,,,,,,,,40.44674754166667,-79.949574725,12
915670761,,footway,concrete,,,,,,,,,,,,40.44636773333334,-79.94901016666667,3
915670762,,footway,,,,,,,,,,,,,40.4458849125,-79.949474275,8
915670763,,footway,asphalt,,,,,,,,,,,,40.4462588,-79.95043586666667,3
915670764,,footway,concrete,,,,,,,,,,,,40.44593533333333,-79.95039108333333,6
915670765,,footway,concrete,,,,,,,,,,,,40.44672645,-79.9504398,2
915670766,,footway,concrete,,,,,,,,,,,,40.4467111,-79.95046905000001,2
915670767,,footway,concrete,,,,,,,,,,,,40.446595975,-79.9504644,4
915670768,,footway,concrete,,,,,,,,,,,,40.44821866923077,-79.9498639,13
915670769,,footway,concrete,,,,,,yes,,,,,,40.44783717692307,-79.95106446153846,13
915670770,,footway,concrete,,,,,,,,,,,,40.44697166363636,-79.94978376363636,11
915670772,,footway,concrete,,,,,,,,,,,,40.4469009,-79.95046285000001,2
915670773,,footway,concrete,,,,,,,,,,,,40.446923049999995,-79.95051165,2
915670774,,footway,concrete,,,,,,,,,,,,40.445199849999995,-79.95044680000001,2
915670775,,footway,concrete,,,,,,,,,,,,40.44512025,-79.95045285,2
915670776,,footway,asphalt,,,,,,,,,,,,40.44515723333333,-79.95044826666667,3
915670792,,footway,concrete,,,,,,yes,,,,,,40.443774,-79.9518805,4
915670793,,footway,concrete,,,,,,yes,,,,,,40.4435608,-79.95246529999999,3
915670794,,footway,paving_stones,,,,,,yes,,,,,,40.443586333333336,-79.95236799999999,3
931218722,,service,,,,,,,,,,,,,40.43757,-79.94773525,2
945345197,,service,,,,,,,,,,,,,40.446760749999996,-79.94740635,2
945345198,,service,,,,,,,,,,,,,40.4466197,-79.94736975000001,2
945345199,,service,asphalt,,,,,,,,,,,,40.4458828,-79.94445845000001,2
945345200,,footway,concrete,,,,,,yes,,,,,,40.444895333333335,-79.94297945,6
945345201,,footway,concrete,,,,,,,,,,,,40.44491661666667,-79.94229246666667,24
945345202,,service,asphalt,,,,,,,,,,,,40.44480555,-79.9414375,2
945345203,,service,,,,,,,,,,,,,40.444734374999996,-79.9419514875,8
945352524,,footway,concrete,,,,,,yes,,,,,,40.445101225,-79.944144475,4
945352525,,footway,concrete,,,,,,,,,,,,40.4413020625,-79.9464641,16
945352526,,footway,concrete,,,,,,,,,,,,40.444669616666665,-79.94556175,6
945352527,,footway,concrete,,,,,,yes,,,,,,40.446818342307694,-79.94649511538462,26
945352528,,footway,,,,,,,,,,,,,40.44688855,-79.94633775,8
945352529,,footway,,,,,,,,,,,,,40.44701656153846,-79.94563930000001,26
945352530,,footway,concrete,,,,,,,,,,,,40.44712381666667,-79.94518213333333,6
945352531,,footway,paving_stones,,,,,,,,,,,,40.44693316666667,-79.94630853333332,3
945352532,,service,,,,,,,,,,,,,40.4457277,-79.94796875,4
945352533,,service,,,,,,,,,,,,,40.44561246666667,-79.94798596666666,3
945363988,,service,asphalt,,,yes,,,no,no,,,private,,40.4452026375,-79.948056175,8
945363989,,service,asphalt,,,,,,no,no,,,private,,40.445084625,-79.94786145,4
945363990,,service,asphalt,,,,,,no,no,,,private,,40.4451994,-79.9477736,2
945363991,,footway,,,,,,,,,,,,,40.44539426666666,-79.94788756666667,3
945363992,,footway,,,,,,,,,,,,,40.44421931428571,-79.93969473571428,14
945363994,,footway,,,,,,,,,,,,,40.44169560909091,-79.94069966363637,11
945363995,,footway,,,,,,,,,,,,,40.44130539166667,-79.941535025,12
945363996,,footway,concrete,,,,,,,,,,,,40.44035768,-79.94160786,5
945376404,,footway,concrete,,,,,,yes,,,,,,40.44723794615384,-79.94670599230768,13
957416985,,service,,,,,,,,,,,,,40.44029153333333,-79.9385754,3
964812617,,footway,concrete,,,,,,yes,,,,,,40.4455046,-79.94437685,2
964812618,,footway,concrete,,,,,,yes,,,,,,40.445408650000005,-79.94444254999999,2
964812619,,footway,concrete,,,,,,yes,,,,,,40.445305000000005,-79.944513,2
966308107,North Craig Street,secondary,asphalt,2,,,,,,separate,,,,,40.44903134444444,-79.95026473333333,9
984073351,,footway,concrete,,,,,,no,,,,,,40.4441923,-79.94256625,2
984073352,,footway,asphalt,,,,,,yes,,,,,,40.44452666666667,-79.94438593333334,3
984073353,,footway,concrete,,,,,,,,,,,,40.44451255,-79.9449794,2
984073354,,footway,asphalt,,,,,,yes,,,,,,40.4444639,-79.94478204999999,2
984073355,,footway,asphalt,,,,,,yes,,,,,,40.44426542,-79.94462576,5
984073356,,footway,concrete,,,,,,,,,,,,40.4445284,-79.9439007,4
984073357,,footway,,,,,,,,,,,,,40.44450246666667,-79.94529043333334,3
984073358,,footway,,,,,,,,,,,,,40.4444917,-79.94557023333333,3
984073359,,footway,,,,,,,,,,,,,40.44447746666666,-79.94608463333333,3
984073360,,footway,concrete,,,,,,,,,,,,40.4444823,-79.9458619,3
987148539,Filmore Street,residential,asphalt,,,yes,,,,,,,,,40.445256725,-79.9491177,4
987148540,,footway,concrete,,,,,,,,,,,,40.445547925,-79.948898925,4
987148541,,footway,,,,,,,,,,,,,40.44525315,-79.9498368375,8
987148542,,footway,concrete,,,,,,,,,,,,40.445678400000006,-79.95035215,2
987148543,,footway,concrete,,,,,,,,,,,,40.44551718333333,-79.95033529999999,6
987148544,,footway,,,,,,,,,,,,,40.445718783333334,-79.94973536666667,6
987148545,,footway,asphalt,,,,,,,,,,,,40.4457163,-79.95036026666666,3
987148546,,footway,concrete,,,,,,,,,,,,40.445755500000004,-79.9503602,2
1000535294,,footway,concrete,,,,,,yes,,,,,,40.44399195,-79.94379275,2
1001793192,,footway,concrete,,,,,,,,,,,,40.4456373,-79.94467113333333,3
1001793193,,steps,concrete,,,,,,yes,,,,,,40.4456063,-79.9447043,2
1001793194,,steps,concrete,,,,,,yes,,,,,,40.4456009,-79.94485965,2
1001793199,,footway,concrete,,,,,,,,,,,,40.4441743,-79.94158615,2
1001793200,,footway,concrete,,,,,,no,,,,,,40.444756866666665,-79.94352706666666,3
1001793201,,footway,concrete,,,,,,,,,,,,40.44430773571428,-79.94186641428571,14
1001793202,,footway,concrete,,,,,,,,,,,,40.4440906,-79.94082408181818,11
1001793203,,footway,,,,,,,,,,,,,40.443004959999996,-79.93848026,5
1001793204,,footway,,,,,,,,,,,,,40.44384506666666,-79.93901406666667,3
1001793205,,footway,,,,,,,,,,,,,40.4438372,-79.93870586666667,3
1001793206,,footway,,,,,,,,,,,,,40.443965,-79.93866323333333,3
1001793207,,footway,concrete,,,,,,,,,,,,40.443741233333334,-79.9384707,3
1001793208,,footway,concrete,,,,,,,,,,,,40.44261925,-79.93745483333333,6
1001793209,,footway,,,,,,,,,,,,,40.4433985,-79.93816866666667,3
1001793210,,footway,concrete,,,,,,,,,,,,40.4441111,-79.94131713333333,3
1001793211,,footway,concrete,,,,,,,,,,,,40.444251,-79.9412676,3
1001795335,,steps,concrete,,,,,,yes,,,,,,40.44435635,-79.94301855,2
1001795336,,footway,concrete:plates,,,,,,yes,,,,,,40.44438173333333,-79.94301,3
1001795337,,steps,concrete,,,,,,yes,,,,,,40.4444063,-79.9430016,2
1001795338,,footway,concrete:plates,,,,,,yes,,,,,,40.44443185,-79.94299269999999,2
1001795339,,footway,concrete:plates,,,,,,yes,,,,,,40.44448695,-79.94297265,2
1001796242,,footway,concrete:plates,,,,,,yes,,,,,,40.443772550000006,-79.9433502,2
1001797767,,footway,paving_stones,,,,,,,,,,,,40.4436441,-79.94416935,2
1001797768,,footway,asphalt,,,,,,yes,,,,,,40.44417135,-79.94430285714286,14
1001797769,,footway,concrete:plates,,,,,,yes,,,,,,40.44414045,-79.9432003,2
1001805206,,footway,concrete,,,,,,,,,,,,40.4419416,-79.94592028888889,9
1001805207,,footway,paving_stones,,,,,,,,,,,,40.44198955,-79.94584259999999,2
1001941218,,steps,concrete,,,,,,,,,,,,40.4421042,-79.9462348,2
1001941219,,footway,concrete,,,,,,,,,,,,40.442092900000006,-79.94613724999999,2
1001941220,,footway,concrete,,,,,,,,,,,,40.4421125,-79.9465778,3
1001941221,,steps,concrete,,,,,,,,,,,,40.442143599999994,-79.94675065,2
1002088265,,footway,concrete,,,,,,,,,,,,40.44239708,-79.9460118,5
1002088266,,steps,concrete,,,,,,,,,,,,40.4422874,-79.9456475,2
1002088267,,footway,concrete,,,,,,no,,,,,,40.442241675,-79.945425375,4
1002088268,,steps,concrete,,,,,,no,,,,,,40.44219735,-79.94520829999999,2
1002088269,,footway,,,,,,,,,,,,,40.44181991111111,-79.93941246666667,9
1002088270,,steps,,,,,,,,,,,,,40.4415233,-79.94005735,2
1002088271,,footway,,,,,,,,,,,,,40.441489950000005,-79.94003175,2
1002088272,,steps,,,,,,,,,,,,,40.44146175,-79.94001109999999,2
1002088273,,footway,,,,,,,,,,,,,40.4414328,-79.93999045000001,2
1002088274,,steps,,,,,,,,,,,,,40.44140165,-79.9399678,2
1002088275,,footway,,,,,,,,,,,,,40.4414131,-79.939768,3
1002088276,,footway,,,,,,,,,,,,,40.44132195,-79.93992265,2
1002088277,,footway,,,,,,,,,,,,,40.44159655,-79.93912275,2
1002088278,,steps,,,,,,,,,,,,,40.441828599999994,-79.93929030000001,2
1002088279,,footway,,,,,,,,,,,,,40.441723249999995,-79.939215725,4
1002088280,,steps,,,,,,,,,,,,,40.441643049999996,-79.9391575,2
1002088281,,footway,,,,,,,,,,,,,40.4415227,-79.939067,2
1002088282,,steps,,,,,,,,,,,,,40.44155045,-79.93908830000001,2
1002088283,,footway,,,,,,,,,,,,,40.44177213333333,-79.93925036666667,3
1002088284,,footway,,,,,,,,,,,,,40.44167123333333,-79.939178,3
1002088285,,steps,,,,,,,,,,,,,40.44171565,-79.9396056,2
1002088286,,footway,,,,,,,,,,,,,40.4416795,-79.93958175,2
1002088287,,steps,,,,,,,,,,,,,40.44164955,-79.93956205,2
1002088288,,footway,,,,,,,,,,,,,40.4416076,-79.93953135000001,2
1002088289,,steps,,,,,,,,,,,,,40.44156565,-79.93950025000001,2
1002088290,,footway,,,,,,,,,,,,,40.441533250000006,-79.93947940000001,2
1002088291,,footway,,,,,,,,,,,,,40.44154392857143,-79.93968821428572,7
1002490007,,footway,concrete,,,,,,,,,,,,40.44228313333333,-79.94442703333334,3
1002490008,,footway,paving_stones,,,,,,no,,,,,,40.44215556,-79.94429776,5
1002490009,,steps,concrete,,,,,,no,,,,,,40.442189049999996,-79.9443206,2
1002490010,,footway,paving_stones,,,,,,no,,,,,,40.44218015,-79.9443446,2
1002490011,,steps,concrete,,,,,,no,,,,,,40.44217955,-79.9443717,2
1002490012,,footway,paving_stones,,,,,,no,,,,,,40.4421915,-79.94441746666666,3
1002490013,,footway,paving_stones,,,,,,,,,,,,40.442199099999996,-79.94440875000001,2
1002490014,,steps,concrete,,,,,,,,,,,,40.44221415,-79.94440045,2
1002490015,,footway,paving_stones,,,,,,,,,,,,40.44223305,-79.9443915,2
1002490016,,steps,concrete,,,,,,,,,,,,40.4422525,-79.9443907,2
1002490017,,footway,paving_stones,,,,,,,,,,,,40.44226865,-79.94439505,2
1002490018,,steps,concrete,,,,,,,,,,,,40.4422829,-79.94439274999999,2
1002490019,,footway,paving_stones,,,,,,,,,,,,40.442292,-79.9444067,2
1002490020,,footway,paving_stones,,,,,,no,,,,,,40.442185200000004,-79.94424363333333,3
1002518742,,footway,,,,,,,,,,,,,40.442581966666665,-79.94405226666667,3
1002518743,,footway,,,,,,,,,,,,,40.44264925,-79.94661260000001,2
1002518744,,footway,concrete:plates,,,,,,yes,,,,,,40.441293349999995,-79.9437851,2
1002518745,,footway,concrete,,,,,,,,,,,,40.4410312,-79.94335536666667,3
1002518746,,steps,concrete,,,,,,,,,,,,40.44226025,-79.94621825,2
1002518747,,footway,concrete,,,,,,,,,,,,40.44204805,-79.94609685,2
1002518748,,footway,paving_stones,,,,,,,,,,,,40.4416255,-79.94314395,2
1002518749,,footway,concrete,,,,,,,,,,,,40.44245265,-79.94054905,2
1002518750,,footway,paved,,,,,,,,,,,,40.441894950000005,-79.93960985,2
1002518751,,footway,,,,,,,,,,,,,40.4419403,-79.9394685,2
1002518752,,footway,paved,,,,,,,,,,,,40.4419925,-79.93940715,2
1002518753,,footway,,,,,,,,,,,,,40.4420034,-79.93931695,2
1002575210,,footway,concrete,,,,,,yes,,,,,,40.4446937,-79.9447663,2
1002575211,,footway,concrete:plates,,,,,,,,,,,,40.444734325,-79.9442222,4
1002575212,,footway,concrete,,,,,,yes,,,,,,40.444522500000005,-79.94461444999999,2
1002575213,,footway,asphalt,,,,,,yes,,,,,,40.44459903333333,-79.9447591,3
1002575215,,footway,asphalt,,,,,,yes,,,,,,40.444630966666665,-79.94313553333333,3
1002575216,,footway,asphalt,,,,,,,,,,,,40.44476673333333,-79.9429384,3
1002575217,,footway,asphalt,,,,,,yes,,,,,,40.44461724,-79.94286296,5
1002575218,,steps,concrete,,,,,,,,,,,,40.44479966666666,-79.94313433333333,3
1002575222,,footway,concrete,,,,,,,,,,,,40.444745,-79.9431897,2
1002857131,,footway,concrete,,,,yes,,,,,,,,40.4421004,-79.9463877,2
1002857134,,steps,concrete,,,,,,,,,,,,40.44170735,-79.94197545,2
1002857135,,footway,concrete,,,,,,,,,,,,40.44175785,-79.94197905,2
1002857136,,path,concrete,,,,,,,,,,,,40.44162106666667,-79.94201033333333,3
1002857137,,footway,concrete,,,,,,,,,,,,40.44162365,-79.94204404999999,2
1002857139,,footway,concrete,,,,,,,,,,,,40.44250322,-79.93946786000001,5
1002857140,,footway,concrete,,,,,,,,,,,,40.443683825,-79.9424784,4
1002857146,,footway,,,,,,,,,,,,,40.4415462,-79.94021773333334,3
1003683010,,footway,concrete,,,,,,,,,,,,40.44208845,-79.9465311,2
1009954265,,footway,,,,,,,,,,,,,40.4451969,-79.94487053333334,3
1009992188,,footway,concrete:plates,,,,,,,,,,,,40.44669695,-79.94225545,2
1009992189,,footway,,,,,,,,,,,,,40.446005,-79.94216126666667,3
1009992190,,footway,,,,,,,,,,,,,40.44559614285714,-79.9426059,7
1009992191,,footway,,,,,,,,,,,,,40.4455299,-79.942581375,4
1009992192,,footway,asphalt,,,,,,,,,,,,40.445924633333334,-79.9423755,3
1009992193,,service,asphalt,,,,,,,,,,,,40.44600236666667,-79.94349293333333,3
1009992194,,footway,,,,,,,,,,,,,40.44599593636364,-79.9430156,11
1009992195,,footway,concrete,,,,,,,,,,,,40.44561325,-79.943527925,4
1009992196,,footway,asphalt,,,,,,,,,,,,40.44592866666667,-79.943327,3
1009992197,,steps,concrete,,,,,,,,,,,,40.44520195,-79.9433597,2
1009992198,,footway,concrete,,,,,,,,,,,,40.4452415,-79.9433408,2
1009992199,,steps,concrete,,,,,,yes,,,,,,40.44509525,-79.9429687,2
1010489471,,service,asphalt,,,,,,,,,,,,40.445597125,-79.9434388,4
1010489472,,footway,asphalt,,,,,,,,,,,,40.4455483,-79.94353939999999,2
1010489473,,footway,asphalt,,,,,,,,,,,,40.4455276,-79.94348853333334,3
1010489474,,footway,concrete,,,,,,,,,,,,40.44536595714286,-79.94353487142858,7
1010489475,,footway,,,,,,,,,,,,,40.4469540625,-79.9432541375,16
1010489476,,footway,concrete,,,,,,,,,,,,40.447382775,-79.944168375,12
1010489477,,footway,concrete,,,,,,yes,,,,,,40.448153809090904,-79.94630249090909,11
1010489479,,footway,concrete,,,,,,yes,,,,,,40.446532649999995,-79.94440349999999,2
1010489480,,footway,concrete,,,,,,,,,,,,40.4470588,-79.94458979999999,2
1010489481,,service,,,,,,,,,,,,,40.446798060000006,-79.94504006,5
1010489482,,service,,,,,,,,,,,,,40.44655205,-79.9449539,2
1010489483,,service,,,,,,,,,,,,,40.44672745,-79.94496165,2
1010489485,,footway,concrete,,,,,,yes,,,,,,40.4470546,-79.94497185,2
1010489486,,steps,concrete,,,,,,yes,,,,,,40.4470556,-79.9449039,2
1010489488,,footway,,,,,,,,,,,,,40.44626375,-79.94530234999999,2
1010489489,,footway,,,,,,,,,,,,,40.44623922222222,-79.9463228,9
1010489490,,steps,,,,,,,,,,,,,40.446436199999994,-79.9457663,2
1010489491,,footway,,,,,,,,,,,,,40.4462405,-79.9464252,2
1010489492,,footway,,,,,,,,,,,,,40.44638012857143,-79.9460974,7
1010489493,,service,,,,,,,,,,,,,40.44656357777777,-79.94580205555556,9
1010489494,,service,,,,,,,,,,,,,40.44670034,-79.94618528,5
1010489495,,footway,,,,,,,,,,,,,40.44645045,-79.9459485,2
1010489496,,steps,,,,,,,,,,,,,40.446514500000006,-79.94559895,2
1010489497,,steps,,,,,,,,,,,,,40.44672705,-79.94579845,2
1010489498,Staley Family Plaza,pedestrian,,,,,,,,,,,,,40.44634914117647,-79.94649267647058,17
1010489503,,steps,,,,,,,,,,,,,40.44624725,-79.94647155000001,2
1010489504,,steps,,,,,,,,,,,,,40.4465952,-79.94672754999999,2
1010489505,,footway,,,,,,,,,,,,,40.446641650000004,-79.94674045,2
1010489506,,footway,,,,,,,,,,,,,40.446527225000004,-79.9464988,4
1010489507,,footway,,,,,,,,,,,,,40.446638671428566,-79.94624354285715,7
1010489508,,footway,,,,,,,,,,,,,40.44641165,-79.9461034,2
1010489509,,footway,,,,,,,,,,,,,40.4465312,-79.94597656666667,3
1010489510,,footway,,,,,,,,,,,,,40.44691313333333,-79.94536383333333,3
1010489511,,steps,concrete,,,,,,,,,,,,40.4469366,-79.94536414999999,2
1010489512,,footway,,,,,,,,,,,,,40.4469564,-79.94534763333333,3
1010489514,,footway,,,,,,,,,,,,,40.4465108,-79.9459999,2
1010489515,,footway,,,,,,,,,,,,,40.446836250000004,-79.94628895,2
